"ID";"Tagnr";"Dato";"Klokke";"Status";"Plottsikkerhet";"Årstall";"Lokalitet";"Art";"Kjønn";"Alder";"Vekt";"Bryst";"Ving 1";"Ving 2";"Dødsårsak";"X-koordinat";"Y-koordinat";"Kondisjon";"Høyde_stripe_kam";"Lengde_stripe_kam";"Frekvens";"organismID";"occurrenceID"
3429;"4271217";15.6.2012 00.00.00;30.12.1899 21.33.37;1;3;2012,00;44,00;"F";1,00;2,00;550,00;78,00;206,00;205,00;;462379,00;7131675,00;26,76;10,00;35,00;152259;"c41aebf4-2421-11e7-a02d-c1c81e3148db";"c4d7879e-2421-11e7-a02d-c1c81e3148db"
3430;"4271259";15.6.2012 00.00.00;30.12.1899 00.13.45;1;3;2012,00;44,00;"F";2,00;2,00;500,00;69,00;191,00;192,00;3,00;414164,00;7117189,00;26,10;;;152301;"c418eec5-2421-11e7-a02d-c1c81e3148db";"c4d7879f-2421-11e7-a02d-c1c81e3148db"
3431;"4271255";15.6.2012 00.00.00;30.12.1899 19.51.55;1;3;2012,00;44,00;"F";1,00;2,00;425,00;66,00;190,00;189,00;;456214,00;7143237,00;22,42;6,40;23,10;152311;"c41a9da1-2421-11e7-a02d-c1c81e3148db";"c4d7adb4-2421-11e7-a02d-c1c81e3148db"
3432;"4271272";15.6.2012 00.00.00;30.12.1899 21.11.16;1;3;2012,00;44,00;"F";2,00;2,00;510,00;71,00;193,00;193,00;3,00;455495,00;7123655,00;26,42;;;152381;"c41915f3-2421-11e7-a02d-c1c81e3148db";"c4d7adb5-2421-11e7-a02d-c1c81e3148db"
3433;"4271279";15.6.2012 00.00.00;30.12.1899 19.37.12;1;3;2012,00;44,00;"F";1,00;2,00;545,00;76,00;206,00;206,00;;449719,00;7135613,00;26,45;4,10;27,40;152400;"c41915f4-2421-11e7-a02d-c1c81e3148db";"c4d7adb6-2421-11e7-a02d-c1c81e3148db"
3434;"4271298";15.6.2012 00.00.00;30.12.1899 21.03.09;5;3;2012,00;44,00;"F";2,00;2,00;520,00;71,00;202,00;202,00;3,00;458991,00;7133207,00;25,74;;;152760;"c419d9c6-2421-11e7-a02d-c1c81e3148db";"c4d7d4a6-2421-11e7-a02d-c1c81e3148db"
3435;"4271218";15.6.2012 00.00.00;30.12.1899 19.58.06;1;3;2012,00;44,00;"F";2,00;2,00;500,00;71,00;199,00;198,00;2,00;454783,00;7142685,00;25,18;;;152839;"c41b1320-2421-11e7-a02d-c1c81e3148db";"c4d7d4a7-2421-11e7-a02d-c1c81e3148db"
3436;"4271278";15.6.2012 00.00.00;30.12.1899 21.50.25;1;3;2012,00;44,00;"F";2,00;2,00;515,00;73,00;194,00;;;468003,00;7113481,00;26,54;;;152852;"c41aebf2-2421-11e7-a02d-c1c81e3148db";"c4d7fd14-2421-11e7-a02d-c1c81e3148db"
3437;"4271281";15.6.2012 00.00.00;30.12.1899 19.43.21;1;3;2012,00;44,00;"F";2,00;2,00;490,00;71,00;196,00;200,00;3,00;456068,00;7130511,00;24,74;;;152879;"c41a00f4-2421-11e7-a02d-c1c81e3148db";"c4d7fd15-2421-11e7-a02d-c1c81e3148db"
3438;"4271283";15.6.2012 00.00.00;30.12.1899 19.58.51;1;3;2012,00;44,00;"F";1,00;1,00;475,00;75,00;205,00;204,00;;453409,00;7142957,00;23,22;7,70;33,80;152915;"c41a2820-2421-11e7-a02d-c1c81e3148db";"c4d7fd16-2421-11e7-a02d-c1c81e3148db"
3439;"4271214";15.6.2012 00.00.00;30.12.1899 20.13.27;5;3;2012,00;44,00;"F";2,00;2,00;480,00;69,00;191,00;190,00;3,00;453972,00;7145235,00;25,19;;;152921;"c41a2821-2421-11e7-a02d-c1c81e3148db";"c4d82442-2421-11e7-a02d-c1c81e3148db"
3440;"4271290";15.6.2012 00.00.00;30.12.1899 22.24.31;1;3;2012,00;44,00;"F";2,00;2,00;520,00;73,00;198,00;196,00;3,00;456584,00;7145036,00;26,39;;;152950;"c41a4f44-2421-11e7-a02d-c1c81e3148db";"c4d82443-2421-11e7-a02d-c1c81e3148db"
3441;"4271277";15.6.2012 00.00.00;30.12.1899 19.53.34;5;3;2012,00;44,00;"F";1,00;2,00;535,00;76,00;194,00;195,00;2,00;455416,00;7140560,00;27,50;5,40;28,70;152965;"c41a4f45-2421-11e7-a02d-c1c81e3148db";"c4d82444-2421-11e7-a02d-c1c81e3148db"
3442;"4271290";15.6.2012 00.00.00;30.12.1899 22.00.00;1;1;2012,00;44,00;"F";2,00;2,00;520,00;73,00;198,00;196,00;3,00;450511,00;7143400,00;26,39;;;152950;"c41a4f44-2421-11e7-a02d-c1c81e3148db";"c4d84b52-2421-11e7-a02d-c1c81e3148db"
3443;"4271290";16.6.2012 00.00.00;30.12.1899 11.00.00;1;1;2012,00;44,00;"F";2,00;2,00;520,00;73,00;198,00;196,00;3,00;450604,00;7143421,00;26,39;;;152950;"c41a4f44-2421-11e7-a02d-c1c81e3148db";"c4d84b53-2421-11e7-a02d-c1c81e3148db"
3444;"4271283";17.6.2012 00.00.00;30.12.1899 20.40.00;1;1;2012,00;44,00;"F";1,00;1,00;475,00;75,00;205,00;204,00;;453681,00;7142287,00;23,22;7,70;33,80;152915;"c41a2820-2421-11e7-a02d-c1c81e3148db";"c4d84b54-2421-11e7-a02d-c1c81e3148db"
3445;"4271271";17.6.2012 00.00.00;30.12.1899 13.00.00;1;1;2012,00;44,00;"F";1,00;2,00;570,00;76,00;205,00;204,00;1,00;450400,00;7140300,00;27,87;7,20;31,10;152238;"c418c7a0-2421-11e7-a02d-c1c81e3148db";"c4d87294-2421-11e7-a02d-c1c81e3148db"
3446;"4271277";18.6.2012 00.00.00;30.12.1899 12.00.00;3;1;2012,00;44,00;"F";1,00;2,00;535,00;76,00;194,00;195,00;2,00;452761,00;7143082,00;27,50;5,40;28,70;152965;"c41a4f45-2421-11e7-a02d-c1c81e3148db";"c4d87295-2421-11e7-a02d-c1c81e3148db"
3447;"4271218";18.6.2012 00.00.00;30.12.1899 16.00.00;1;1;2012,00;44,00;"F";2,00;2,00;500,00;71,00;199,00;198,00;2,00;454849,00;7140696,00;25,18;;;152839;"c41b1320-2421-11e7-a02d-c1c81e3148db";"c4d87296-2421-11e7-a02d-c1c81e3148db"
3448;"4271283";18.6.2012 00.00.00;30.12.1899 12.10.00;1;1;2012,00;44,00;"F";1,00;1,00;475,00;75,00;205,00;204,00;;453532,00;7142149,00;23,22;7,70;33,80;152915;"c41a2820-2421-11e7-a02d-c1c81e3148db";"c4d899a4-2421-11e7-a02d-c1c81e3148db"
3450;"4271273";11.7.2012 00.00.00;30.12.1899 18.26.38;5;3;2012,00;44,00;"F";2,00;1,00;525,00;72,00;190,00;189,00;3,00;407663,00;7134849,00;27,70;;;152141;"c418793c-2421-11e7-a02d-c1c81e3148db";"c4d899a5-2421-11e7-a02d-c1c81e3148db"
3451;"4271265";11.7.2012 00.00.00;30.12.1899 18.32.06;5;3;2012,00;44,00;"F";1,00;1,00;575,00;73,00;204,00;205,00;3,00;413801,00;7138158,00;28,11;8,50;31,20;152149;"c418a05e-2421-11e7-a02d-c1c81e3148db";"c4d899a6-2421-11e7-a02d-c1c81e3148db"
3452;"4271294";11.7.2012 00.00.00;30.12.1899 19.45.44;1;3;2012,00;44,00;"F";1,00;2,00;510,00;73,00;210,00;211,00;;478572,00;7183318,00;24,22;6,40;30,90;152502;"c4196445-2421-11e7-a02d-c1c81e3148db";"c4d8c0fa-2421-11e7-a02d-c1c81e3148db"
3453;"4271204";11.7.2012 00.00.00;30.12.1899 19.56.10;1;3;2012,00;44,00;"F";2,00;2,00;480,00;67,00;192,00;192,00;;468246,00;7175547,00;25,00;;;152601;"c419b296-2421-11e7-a02d-c1c81e3148db";"c4d8c0fb-2421-11e7-a02d-c1c81e3148db"
3454;"4271205";11.7.2012 00.00.00;30.12.1899 20.02.26;1;3;2012,00;44,00;"F";1,00;2,00;505,00;69,00;202,00;202,00;;483443,00;7172771,00;25,00;8,80;30,10;152721;"c419d9c4-2421-11e7-a02d-c1c81e3148db";"c4d8c0fc-2421-11e7-a02d-c1c81e3148db"
3455;"4271218";4.7.2012 00.00.00;;1;1;2012,00;44,00;"F";2,00;2,00;500,00;71,00;199,00;198,00;2,00;454825,00;7140674,00;25,18;;;152839;"c41b1320-2421-11e7-a02d-c1c81e3148db";"c4d8e6de-2421-11e7-a02d-c1c81e3148db"
3456;"4271283";4.7.2012 00.00.00;;1;1;2012,00;44,00;"F";1,00;1,00;475,00;75,00;205,00;204,00;;453534,00;7142307,00;23,22;7,70;33,80;152915;"c41a2820-2421-11e7-a02d-c1c81e3148db";"c4d8e6df-2421-11e7-a02d-c1c81e3148db"
3457;"4271290";4.7.2012 00.00.00;;1;2;2012,00;44,00;"F";2,00;2,00;520,00;73,00;198,00;196,00;3,00;449400,00;7142900,00;26,39;;;152950;"c41a4f44-2421-11e7-a02d-c1c81e3148db";"c4d90e02-2421-11e7-a02d-c1c81e3148db"
3458;"4271218";21.7.2012 00.00.00;30.12.1899 15.40.02;1;1;2012,00;44,00;"F";2,00;2,00;500,00;71,00;199,00;198,00;2,00;454756,00;7140407,00;25,18;;;152839;"c41b1320-2421-11e7-a02d-c1c81e3148db";"c4d90e03-2421-11e7-a02d-c1c81e3148db"
3459;"4271290";21.7.2012 00.00.00;30.12.1899 20.46.02;1;1;2012,00;44,00;"F";2,00;2,00;520,00;73,00;198,00;196,00;3,00;450777,00;7140912,00;26,39;;;152950;"c41a4f44-2421-11e7-a02d-c1c81e3148db";"c4d90e04-2421-11e7-a02d-c1c81e3148db"
3460;"4219645";14.8.2012 00.00.00;30.12.1899 17.09.02;1;3;2012,00;44,00;"F";1,00;2,00;505,00;70,00;197,00;197,00;;418625,00;7106915,00;25,63;7,60;32,20;152040;"c418793a-2421-11e7-a02d-c1c81e3148db";"c4d93666-2421-11e7-a02d-c1c81e3148db"
3461;"4271274";14.8.2012 00.00.00;30.12.1899 18.20.06;5;3;2012,00;44,00;"F";1,00;2,00;550,00;74,00;207,00;204,00;3,00;460029,00;7130361,00;26,76;3,30;30,10;152070;"c41ac4c6-2421-11e7-a02d-c1c81e3148db";"c4d93667-2421-11e7-a02d-c1c81e3148db"
